एसआर	शब्दों
1585	मेजर
1586	बहुलता
1587	बनाना
1588	नर
1589	मॉल
1590	आदमी
1591	प्रबंधित करना
1592	प्रबंधन
1593	प्रबंधक
1594	तौर-तरीका
1595	बहुत सा
1596	नक्शा
1597	मार्च
1598	निशान
1599	मंडी
1600	विपणन
1601	विवाह
1602	विवाहित
1603	शादी कर
1604	द्रव्यमान
1605	बड़ा
1606	मालिक
1607	मैच (प्रतियोगिता / मेल खाना)
1608	मेल मिलाना
1609	सामग्री
1610	अंक शास्त्र
1611	गणित
1612	मामला
1613	ज्यादा से ज्यादा
1614	मई
1615	मोडल हो सकता है
1616	शायद
1617	मुझे
1618	भोजन
1619	अर्थ
1620	अर्थ
1621	साधन
1,622	इस दौरान
1623	मापना
1624	माप
1625	मांस
1626	मीडिया
1627	चिकित्सा
1628	दवा
1629	मध्यम
1630	मिलना
1631	बैठक
1632	पिघलना
1633	सदस्य
1634	स्मृति
1635	मानसिक
1636	उल्लेख
1637	मेन्यू
1638	गड़बड़
1639	संदेश
1640	धातु
1641	तरीका
1642	मीटर
1643	मध्यम
1644	मध्यरात्रि
1645	मोडल हो सकता है
1646	सौम्य
1647	मील
1648	सैन्य
1649	दूध
1650	मिलियन संख्या
1651	मन
1652	मेरा (मेरा है)
1653	मेरा (जमीन में छेद)
1654	खनिज
1655	न्यूनतम
1656	मंत्री
1657	नाबालिग
1658	अल्पसंख्यक
1659	मिनट1
1660	दर्पण
1661	कुमारी
1662	गुम
1663	मिशन
1664	गलती
1665	मिक्स
1666	मिला हुआ
1667	मिश्रण
1668	गतिमान
1669	नमूना
1670	आधुनिक
1671	संशोधित
1672	पल
1673	सोमवार
1674	पैसे
1675	निगरानी करना
1676	बंदर
1677	महीना
1678	मनोदशा
1679	चांद
1680	नैतिक
1681	अधिक
1682	प्रभात
1683	अधिकांश
1684	अधिकतर
1685	मां
1686	मोटर
1687	मोटरसाइकिल
1688	पर्वत
1689	पहाड़
1690	चूहा
1691	मुँह
1692	कदम
1693	गति
1694	चलचित्र
1695	अधिकता
1696	कीचड़
1697	विभिन्न
1698	गुणा
1699	मां
1700	हत्या
1701	मांसपेशी
1702	संग्रहालय
1703	संगीत
1704	संगीत
1705	संगीतकार
1706	मोडल होना चाहिए
1707	मेरे
1708	खुद
1709	रहस्यमय
1710	रहस्य
1711	नाखून
1712	नाम
1713	कथा
1714	संकीर्ण
1715	राष्ट्र
1716	राष्ट्रीय
1717	देशी
1718	प्राकृतिक
1719	सहज रूप में
1720	प्रकृति
1721	पास
1722	लगभग
1723	साफ़
1724	आवश्यक रूप से
1725	ज़रूरी
1726	गरदन
1727	जरुरत
1728	सुई
1729	नकारात्मक
1730	पड़ोसी
1731	अड़ोस-पड़ोस
1732	न
1733	नस
1734	बे चै न
1735	जाल
1736	नेटवर्क
1737	कभी नहीँ
1738	फिर भी
1739	नया
1740	समाचार
1741	अखबार
1742	अगला
1743	के पास
1744	अच्छा
1745	रात
1746	बुरा सपना
1747	नौ
1748	उन्नीस
1749	नब्बे
1750	नहीं
1751	किसी को भी नहीं
1752	कोई नहीं
1753	शोर
1754	कोलाहलयुक्त
1755	कोई भी नहीं
1756	न
1757	सामान्य
1758	सामान्य रूप से
1759	उत्तर
1760	उत्तरी
1761	नाक
1762	नहीं
1763	टिप्पणी
1764	कुछ नहीं
1765	सूचना
1766	धारणा
1767	उपन्यास
1768	नवंबर
1769	अभी व
1770	कहीं भी नहीं
1771	नाभिकीय
1772	संख्या
1773	बहुत
1774	देखभाल करना
1775	कड़े छिलके वाला फल
1776	आज्ञा का पालन
1777	वस्तु
1778	उद्देश्य
1779	बाध्यता
1780	अवलोकन
1781	निरीक्षण करना
1782	प्राप्त
1783	ज़ाहिर
1784	स्पष्टतः
1785	अवसर
1786	कभी-कभी
1787	घटित होना
1788	सागर
1789	बजे
1790	अक्टूबर
1791	अजीब
1792	का
1793	बंद
1794	अपराध
1795	कष्ट पहुंचाना
1796	आक्रामक
1797	प्रस्ताव
1798	कार्यालय
1799	अफ़सर
1800	अधिकारी
1801	अक्सर
1802	ओह
1803	तेल
1804	ठीक है
1805	पुराना
1806	पुराने ज़माने का
1807	पर
1808	एक बार
1809	एक
1810	प्याज़
1811	ऑनलाइन
1812	केवल
1813	पर
1814	खोलना
1815	प्रारंभिक
1816	संचालित
1817	संचालन
1818	राय
1819	प्रतिद्वंद्वी
1820	अवसर
1821	का विरोध
1822	विरोध
1823	विलोम
1824	विरोध
1825	विकल्प
1826	या
1827	संतरा
1828	गण
1829	साधारण
1830	अंग
1831	संगठन
1832	व्यवस्थित
1833	का आयोजन किया
1834	व्यवस्था करनेवाला
1835	मूल
1836	मूल
1837	मौलिक रूप से
1838	अन्य
1839	अन्यथा
1840	चाहिए
1841	हमारी
1842	हमारा
1843	हम स्वयं
1844	बाहर
1845	नतीजा
1846	घर के बाहर
1847	सड़क पर
1848	आउटर
1849	खाका
1850	बाहर
1851	तंदूर
1852	ऊपर
1853	कुल मिलाकर
1854	देनदार होना
1855	अपना
1856	मालिक
1857	गति
1858	सामान बाँधना
1859	पैकेट
1860	पृष्ठ
1861	दर्द
1862	दर्दनाक
1863	रंग
1864	चित्रकार
1865	चित्र
1866	जोड़ा
1867	महल
1868	फीका
1869	बरतन
1870	पैनल
1871	पैंट
1872	कागज़
1873	अनुच्छेद
1874	माता-पिता
1875	पार्क
1876	पार्किंग
1877	संसद
1878	अंश
1879	प्रतिभागी
1880	भाग लेना
1881	विशिष्ट
1882	विशेषतया
1883	आंशिक रूप में
1884	साथी
1885	समारोह
1886	रास्ता
1887	रास्ता
1888	यात्री
1889	जोश
1890	पासपोर्ट
1891	अतीत
1892	रास्ता
1893	रोगी
1894	नमूना
1895	भुगतान करना
1896	भुगतान
1897	शांति
1898	शांतिपूर्ण
1899	कलम
1900	पेंसिल
1901	पैसे
1902	पेंशन1
1903	लोग
1904	मिर्च
1905	प्रति
1906	प्रतिशत
1907	प्रतिशत
1908	उत्तम
1909	पूरी तरह से
1910	अभिनय करना
1911	प्रदर्शन
1912	शायद
1913	अवधि
1914	स्थायी
1915	अनुमति
1916	आज्ञा देना
1917	व्यक्ति
1918	व्यक्तिगत
1919	व्यक्तित्व
1920	व्यक्तिगत रूप से
1921	परिप्रेक्ष्य
1922	राज़ी करना
1923	पालतू
1924	पेट्रोल
1925	अवस्था
1926	तथ्य
1927	दर्शन
1928	फ़ोन
1929	तस्वीर
1930	फोटो
1931	फोटोग्राफर
1932	फोटोग्राफी
1933	मुहावरा
1934	शारीरिक
1935	भौतिक विज्ञान
1936	पियानो
1937	चुनना
1938	चित्र
1939	टुकड़ा
1940	सुअर
1941	बवासीर
1942	पायलट
1943	नत्थी करना
1944	गुलाबी
1945	पाइप
1946	पिच
1947	स्थान
1948	मैदान
1949	योजना
1950	विमान
1951	ग्रह
1952	योजना
1953	पौधा
1954	प्लास्टिक
1955	तश्तरी
1956	प्लैटफ़ॉर्म
1957	प्ले Play
1958	खिलाड़ी
1959	सुखद
1960	कृपया
1961	प्रसन्न
1962	आनंद
1963	खूब
1964	भूखंड
1965	प्लस1
1966	जेब
1967	कविता
1968	कवि
1969	शायरी
1970	बिंदु
1971	नुकीला
1972	ज़हर
1973	विषैला
1974	पुलिस
1975	पोलिस वाला
1976	नीति
1977	सभ्य
1978	राजनीतिक
1979	राजनीतिज्ञ
1980	राजनीति
1981	प्रदूषण
1982	पोखर
1983	गरीब
1984	पॉप
1985	लोकप्रिय
1986	लोकप्रियता
1987	आबादी
1988	बंदरगाह
1989	चित्र
1990	खड़ा करना
1991	स्थान
1992	सकारात्मक
1993	धारण करना
1994	स्वामित्व
1995	संभावना
1996	संभव के
1997	संभवत:
1998	पद
1999	पोस्टर
2000	मटका
2001	आलू
2002	संभावना
2003	पाउंड
2004	बहना
2005	गरीबी
2006	पाउडर
2007	शक्ति
2008	ताकतवर
2009	व्यावहारिक
2010	अभ्यास
2011	अभ्यास
2012	प्रशंसा
2013	प्रार्थना करना
2014	प्रार्थना
2015	भविष्यवाणी करना
2016	भविष्यवाणी
2017	वरीयता देना
2018	गर्भवती
2019	तैयारी
2020	तैयार
2021	तैयार
2022	उपस्थिति
2023	वर्तमान
2024	प्रस्तुतीकरण
2025	रक्षित
2026	राष्ट्रपति
2027	दबाएँ
2028	दबाव
2029	दिखावा करना
2030	सुंदर
2031	रोकना
2032	पिछला
2033	इससे पहले
2034	कीमत
2035	पुजारी
2036	मुख्य
2037	प्रधान
2038	राजकुमार
2039	राजकुमारी
2040	सिद्धांत
2041	प्रिंट
2042	मुद्रक
2043	मुद्रण
2044	वरीयता
2045	कारागार
2046	बंदी
2047	गोपनीयता
2048	निजी
2049	इनाम
2050	संभवत
2051	संकट
2052	प्रक्रिया
2053	प्रक्रिया
2054	उत्पाद
2055	निर्माता
2056	उत्पाद
2057	उत्पादन
2058	पेशा
2059	पेशेवर
2060	प्रोफ़ेसर
2061	प्रोफ़ाइल
2062	फायदा
2063	कार्यक्रम
2064	कार्यक्रम
2065	प्रगति
2066	परियोजना
2067	पक्का वादा
2068	को बढ़ावा देना
2069	का उच्चारण करें
2070	सबूत
2071	उचित
2072	अच्छी तरह से
2073	संपत्ति
2074	प्रस्ताव
2075	प्रस्ताव
2076	आशा
2077	रक्षा करना
2078	संरक्षण
2079	विरोध
2080	गर्व
2081	सिद्ध करना
2082	प्रदान करना
2083	मनोविज्ञानी
2084	मनोविज्ञान
2085	पब
2086	जनता
2087	प्रकाशन
2088	प्रकाशित करना
2089	खींचना
2090	सज़ा देना
2091	सज़ा
2092	शिष्य
2093	खरीद फरोख्त
2094	शुद्ध
2095	बैंगनी
2096	उद्देश्य
2097	पाने की कोशिश करना
2098	धकेलना
2099	रखना
2100	योग्यता
2101	योग्य
2102	अर्हता
2103	गुणवत्ता
2104	मात्रा
2105	त्रिमास
2106	रानी
2107	प्रश्न
2108	कतार
2109	झटपट
2110	तुरंत
2111	चुप
2112	चुपचाप
2113	छोड़ना
2114	पूर्णतया
2115	उद्धरण
2116	उद्धरण
2117	दौड़ (प्रतियोगिता)
2118	जाति (लोग)
2119	दौड़
2120	रेडियो
2121	रेलवे
2122	वर्षा
2123	उठाना
2124	सीमा
2125	पद
2126	तेज़
2127	तेज़ी से
2128	दुर्लभ
2129	कभी-कभार
2130	भाव
2131	बल्कि
2132	कच्चा
2133	पहुंच
2134	प्रतिक्रिया
2135	प्रतिक्रिया
2136	पढ़ना
2137	रीडर
2138	पढ़ना
2139	तैयार
2140	वास्तविक
2141	वास्तविक
2142	यथार्थ बात
2143	समझना
2144	वास्तव में
2145	कारण
2146	तर्कसंगत
2147	याद करना
2148	रसीद
2149	प्राप्त करना
2150	हाल ही का
2151	हाल ही में
2152	स्वागत समारोह
2153	विधि
2154	पहचानना
2155	अनुशंसा करना
2156	सिफ़ारिश करना
2157	अभिलेख
2158	रिकॉर्डिंग
2159	वापस पाना
2160	रीसायकल
2161	लाल
2162	कम करना
2163	कमी
2164	उद्घृत करना
2165	संदर्भ
2166	प्रतिबिंबित होना
2167	मना1
2168	संबद्ध
2169	क्षेत्र
2170	क्षेत्रीय
2171	रजिस्टर करें
2172	खेद
2173	नियमित
2174	नियमित तौर पर
2175	विनियमन
2176	अस्वीकार
2177	संबद्ध करना
2178	सम्बंधित
2179	संबंध
2180	रिश्ता
2181	रिश्तेदार
2182	अपेक्षाकृत
2183	आराम करना
2184	ढील
2185	आराम
2186	रिहाई
2187	से मिलता जुलता
2188	भरोसेमंद
2189	राहत
2190	धर्म
2191	धार्मिक
2192	भरोसा करना
2193	अवशेष
2194	टिप्पणी
2195	याद करना
2196	याद दिलाना
2197	दूर
2198	हटाना
2199	किराया
2200	मरम्मत
2201	दोहराना
2202	दोहराया गया
2203	बदलने के
2204	जवाब दे दो
2205	रिपोर्ट good
2206	रिपोर्टर
2207	प्रतिनिधित्व करना
2208	प्रतिनिधि
2209	प्रतिष्ठा
2210	अनुरोध
2211	ज़रूरत होना
2212	मांग
2213	बचाव
2214	अनुसंधान
2215	शोधकर्ता
2216	आरक्षण
2217	संरक्षित
2218	निवासी
2219	विरोध
2220	हल करना
2221	सहारा लेना
2222	संसाधन
2223	आदर
2224	जवाब देना
2225	जवाब
2226	ज़िम्मेदारी
2227	उत्तरदायी
2228	शेष (शेष भाग)
2229	आराम (नींद/आराम)
2230	रेस्टोरेंट
2231	नतीजा
2232	बनाए रखना
2233	रिटायर
2234	सेवानिवृत्त
2235	वापसी
2236	प्रकट करना
2237	समीक्षा
2238	दोहराना
2239	क्रांति
2240	इनाम
2241	ताल
2242	चावल
2243	धनी
2244	छुटकारा पाना
2245	सवारी
2246	सही
2247	अंगूठी1
2248	अंगूठी2
2249	वृद्धि
2250	जोखिम
2251	नदी
2252	सड़क
2253	रोबोट
2254	चट्टान पत्थर)
2255	रॉक संगीत)
2256	भूमिका
2257	घूमना
2258	प्रेम प्रसंगयुक्त
2259	छत
2260	कमरा
2261	जड़
2262	रस्सी
2263	खुरदुरा
2264	गोल
2265	रास्ता
2266	रूटीन
2267	पंक्ति1
2268	शाही
2269	रगड़ना
2270	रबड़
2271	बकवास
2272	असभ्य
2273	रग्बी
2274	नियम
2275	दौड़ना
2276	हरकारा
2277	दौड़ना
2278	ग्रामीण
2279	जल्दबाज़ी करना
2280	उदास
2281	अफसोस की बात है
2282	सुरक्षित
2283	सुरक्षा
2284	नाव चलाना
2285	नाव चलाना
2286	नाविक
2287	सलाद
2288	वेतन
2289	बिक्री
2290	नमक
2291	वही
2292	नमूना
2293	रेत
2294	सैंडविच
2295	उपग्रह
2296	संतुष्ट
2297	संतुष्ट करना
2298	शनिवार
2299	चटनी
2300	सहेजें
2301	सहेजा जा रहा है
2302	कहो
2303	पैमाना
2304	स्कैन
2305	डरा हुआ
2306	डरावना
2307	दृश्य
2308	अनुसूची
2309	योजना
2310	स्कूल
2311	विज्ञान
2312	वैज्ञानिक
2313	वैज्ञानिक
2314	अंक
2315	चीख
2316	स्क्रीन
2317	लिखी हुई कहानी
2318	मूर्ति
2319	समुद्र
2320	तलाशी
2321	मौसम
2322	सीट
2323	दूसरा 1 (पहले के बाद अगला)
2324	सेकंड 1 (समय की इकाई)
2325	माध्यमिक
2326	दूसरे
2327	गुप्त
2328	सचिव
2329	खंड
2330	क्षेत्र
2331	सुरक्षित
2332	सुरक्षा
2333	देखना
2334	बीज
2335	मांगना
2336	प्रतीत होना
2337	चुनते हैं
2338	चयन
2339	खुद
2340	बेचना
2341	भेजना
2342	वरिष्ठ
2343	विवेक
2344	समझदार
2345	संवेदनशील
2346	वाक्य
2347	अलग
2348	सितंबर
2349	क्रम
2350	श्रृंखला
2351	गंभीर
2352	गंभीरता से
2353	नौकर
2354	सेवा कर
2355	सर्विस
2356	सत्र
2357	सेट (रखना)
2358	सेट (समूह)
2359	स्थापना
2360	निपटारा करना
2361	सात
2362	सत्रह
2363	सत्तर
2364	कई
2365	गंभीर
2366	लिंग
2367	यौन
2368	छाया
2369	साया
2370	हिलाना
2371	करेगा
2372	उथला
2373	शर्म
2374	आकार
2375	शेयर करना
2376	तीखा
2377	वह
2378	भेड़
2379	चादर
2380	दराज
2381	सीप
2382	आश्रय
2383	खिसक जाना
2384	चमक
2385	चमकदार
2386	समुंद्री जहाज
2387	शर्ट
2388	झटका
2389	हैरान
2390	जूता
2391	गोली मार
2392	शूटिंग
2393	दुकान
2394	खरीदारी
2395	कम
2396	गोली मारना
2397	चाहिए
2398	कंधा
2399	चिल्लाना
2400	प्रदर्शन
2401	बौछार
2402	बंद करना
2403	संकोची
2404	बीमार
2405	पक्ष
2406	दृश्य
2407	संकेत
2408	संकेत
2409	महत्वपूर्ण
2410	काफी
2411	शांति
2412	चुपचाप
2413	रेशम
2414	नासमझ
2415	चांदी
2416	एक जैसा
2417	समानता
2418	उसी प्रकार
2419	सरल
2420	केवल
2421	जबसे
2422	ईमानदार
2423	गाओ
2424	गायक
2425	गायन
2426	एक
2427	डूबना
2428	महोदय
2429	बहन
2430	बैठिये
2431	साइट
2432	परिस्थिति
2433	छह
2434	सोलह
2435	साठ
2436	आकार
2437	स्की
2438	स्कीइंग
2439	कौशल
2440	त्वचा
2441	स्कर्ट
2442	आकाश
2443	दास
2444	सोना
2445	टुकड़ा
2446	फिसल पट्टी
2447	थोड़ा
2448	थोड़ा
2449	पर्ची
2450	ढलान
2451	धीमा
2452	धीरे से
2453	छोटा
2454	होशियार
2455	स्मार्टफोन
2456	महक
2457	मुस्कुराओ
2458	धुआँ
2459	धूम्रपान
2460	चिकना
2461	साँप
2462	बर्फ
2463	इसलिए
2464	साबुन
2465	फ़ुटबॉल
2466	सामाजिक
2467	समाज
2468	मौज़ा
2469	मुलायम
2470	सॉफ़्टवेयर
2471	धरती
2472	सौर
2473	फोजी
2474	ठोस
2475	समाधान
2476	हल करना
2477	कुछ
2478	कोई
2479	कोई तो
2480	कुछ
2481	कभी-कभी
2482	कुछ हद तक
2483	कहीं
2484	बेटा
2485	गाना
2486	जल्द ही
2487	माफ़ करना
2488	क्रम से लगाना
2489	आत्मा
2490	ध्वनि
2491	शोरबा
2492	स्रोत
2493	दक्षिण
2494	दक्षिण
2495	अंतरिक्ष
2496	बोलना
2497	वक्ता
2498	विशेष
2499	SPECIALIST
2500	प्रजातियाँ
2501	विशिष्ट
2502	विशेष रूप से
2503	भाषण
2504	रफ़्तार
2505	बोलना
2506	वर्तनी
2507	खर्च करते हैं
2508	खर्च
2509	मसालेदार
2510	मकड़ी
2511	आत्मा
2512	आध्यात्मिक
2513	विभाजित करना
2514	बोली जाने
2515	प्रायोजक
2516	चम्मच
2517	खेल
2518	स्थान
2519	फैला हुआ
2520	वसंत
2521	वर्ग
2522	स्थिर
2523	स्टेडियम
2524	कर्मचारी
2525	मंच
2526	सीढ़ी
2527	टिकट
2528	स्टैंड
2529	मानक
2530	सितारा
2531	एकटक देखना
2532	प्रारंभ
2533	राज्य
2534	बयान
2535	स्टेशन
2536	सांख्यिकीय
2537	मूर्ति
2538	दर्जा
2539	रहना
2540	नियमित
2541	चुराना
2542	इस्पात
2543	सीधी चढ़ाई
2544	कदम
2545	चिपकाना (धक्का देना/संलग्न करना)
2546	छड़ी (लकड़ी का टुकड़ा)
2547	चिपचिपा
2548	अकड़न
2549	फिर भी
2550	भण्डार
2551	पेट
2552	पथरी
2553	विराम
2554	दुकान
2555	आंधी
2556	कहानी
2557	सीधा
2558	अनोखा
2559	अजनबी
2560	रणनीति
2561	धारा
2562	सड़क
2563	ताकत
2564	तनाव
2565	फैलाव
2566	कठोर
2567	धरना
2568	डोरी
2569	बलवान
2570	दृढ़ता से
2571	संरचना
2572	लड़ाई
2573	छात्र
2574	स्टूडियो
2575	अध्ययन
2576	सामग्री
2577	बेवकूफ
2578	शैली
2579	विषय
2580	प्रस्तुत
2581	पदार्थ
2582	सफल होना
2583	सफलता
2584	सफल
2585	सफलतापूर्वक
2586	ऐसा
2587	अचानक
2588	अचानक से
2589	भुगतना
2590	चीनी
2591	सुझाव देना
2592	सुझाव
2593	सुविधाजनक होना
2594	उपयुक्त
2595	जोड़
2596	संक्षेप
2597	सारांश
2598	गर्मी
2599	रवि
2600	रविवार
2601	सुपरमार्केट
2602	आपूर्ति
2603	सहयोग
2604	समर्थक
2605	मान लीजिए
2606	ज़रूर
2607	निश्चित रूप से
2608	सतह
2609	शल्य चिकित्सा
2610	आश्चर्य
2611	आश्चर्य चकित
2612	चौंका देने वाला
2613	चारों ओर से घेरना
2614	आस-पास का
2615	सर्वेक्षण
2616	जीवित बचना
2617	संदिग्ध व्यक्ति
2618	कसम खाता
2619	स्वेटर
2620	झाड़ू लगा दो
2621	मीठा
2622	तैरना
2623	तैराकी
2624	बदलना
2625	चिन्ह, प्रतीक
2626	सहानुभूति
2627	लक्षण
2628	व्यवस्था
2629	मेज़
2630	गोली
2631	पूंछ
2632	लेना
2633	कहानी
2634	प्रतिभा
2635	प्रतिभावान
2636	बात करना
2637	लंबा
2638	टैंक
2639	फीता
2640	लक्ष्य
2641	काम
2642	स्वाद
2643	कर
2644	टैक्सी
2645	चाय
2646	सिखाना
2647	शिक्षक
2648	शिक्षण
2649	टीम
2650	आंसू1
2651	tear2
2652	तकनीकी
2653	तकनीक
2654	तकनीकी
2655	किशोर का
2656	किशोर
2657	टेलीफ़ोन
2658	टेलीविजन
2659	बताना
2660	तापमान
2661	अस्थायी
2662	दस
2663	प्रवृत्त होना
2664	टेनिस
2665	तंबू
2666	शर्त
2667	भयानक
2668	परीक्षण
2669	मूलपाठ
2670	बजाय
2671	धन्यवाद देना
2672	धन्यवाद
2673	वह
2674	the
2675	थियेटर
2676	उनका
2677	उन लोगों के
2678	उन्हें
2679	थीम
2680	खुद
2681	फिर
2682	लिखित
2683	चिकित्सा
2684	वहां
2685	इसलिए
2686	वे
2687	मोटा
2688	चोर
2689	पतला
2690	चीज़
2691	सोच
2692	विचार
2693	तीसरा
2694	प्यासा
2695	तेरह
2696	तीस
2697	यह
2698	यद्यपि
2699	सोच
2700	हज़ार
2701	धमकी
2702	धमकी देना
2703	तीन
2704	गला
2705	के माध्यम से
2706	हर जगह
2707	फेंकना
2708	गुरुवार
2709	इस प्रकार
2710	टिकट
2711	साफ
2712	बाँधना
2713	तंग
2714	तक
2715	समय
2716	टिन
2717	बहुत छोटा
2718	बख्शीश
2719	थका हुआ
2720	शीर्षक
2721	प्रति
2722	आज
2723	पैर की अंगुली
2724	साथ में
2725	शौचालय
2726	टमाटर
2727	कल
2728	सुर
2729	जुबान
2730	आज रात
2731	बहुत
2732	औजार
2733	दाँत
2734	ऊपर
2735	विषय
2736	कुल
2737	पूरी तरह से
2738	स्पर्श
2739	कठोर
2740	यात्रा
2741	पर्यटन
2742	पर्यटक
2743	की ओर
2744	तौलिया
2745	मीनार
2746	नगर
2747	खिलौने
2748	संकरा रास्ता
2749	व्यापार
2750	परंपरा
2751	परंपरागत
2752	ट्रैफ़िक
2753	रेल गाडी
2754	ट्रेनर
2755	प्रशिक्षण
2756	स्थानांतरण करना
2757	परिवर्तन
2758	संक्रमण
2759	अनुवाद करना
2760	अनुवाद
2761	यातायात
2762	यात्रा करना
2763	यात्री
2764	व्यवहार करना
2765	इलाज
2766	पेड़
2767	रुझान
2768	परीक्षण
2769	छल
2770	यात्रा
2771	उष्णकटिबंधीय
2772	मुसीबत
2773	पैजामा
2774	ट्रक
2775	सच
2776	सही मायने में
2777	विश्वास
2778	सत्य
2779	प्रयत्न
2780	टीशर्ट
2781	ट्यूब
2782	मंगलवार
2783	तराना
2784	सुरंग
2785	मोड़
2786	टीवी
2787	बारह
2788	बीस
2789	दो बार
2790	जुड़वां
2791	दो
2792	प्रकार
2793	ठेठ
2794	आम तौर पर
2795	थका देना
2796	कुरूप
2797	अंत में
2798	छतरी
2799	असमर्थ
2800	चाचा
2801	असुविधाजनक
2802	अचेत
2803	नीचे
2804	भूमिगत
2805	समझना
2806	समझ
2807	अंडरवियर
2808	बेरोज़गार
2809	बेरोजगारी
2810	अप्रत्याशित
2811	अनुचित
2812	दुर्भाग्य से
2813	अप्रसन्न
2814	वर्दी
2815	संघ
2816	अद्वितीय
2817	इकाई
2818	संयुक्त
2819	ब्रम्हांड
2820	विश्वविद्यालय
2821	अनजान
2822	जब तक
2823	भिन्न
2824	संभावना नहीं
2825	बेकार
2826	अप्रिय
2827	तक
2828	असामान्य
2829	यूपी
2830	अपडेट करें
2831	ऊपर
2832	अपर
2833	परेशान
2834	ऊपर
2835	ऊपर की ओर
2836	शहरी
2837	विनती करना
2838	हम
2839	उपयोग
2840	उपयोग किया गया
2841	अभ्यस्त
2842	उपयोगी
2843	उपयोगकर्ता
2844	सामान्य
2845	आमतौर पर
2846	छुट्टी
2847	घाटी
2848	कीमती
2849	मूल्य
2850	वैन
2851	विविधता
2852	विभिन्न
2853	अलग होना
2854	बहुत बड़ा
2855	सबजी
2856	वाहन
2857	स्थान
2858	संस्करण
2859	बहुत
2860	के जरिए
2861	पीड़ित
2862	विजय
2863	वीडियो
2864	दृश्य
2865	दर्शक
2866	गाँव rajnagar
2867	हिंसा
2868	हिंसक
2869	आभासी
2870	वाइरस
2871	नज़र
2872	मुलाकात
2873	आगंतुक
2874	तस्वीर
2875	महत्वपूर्ण
2876	विटामिन
2877	आवाज़
2878	मात्रा
2879	स्वयंसेवी
2880	वोट
2881	वेतन
2882	रुको
2883	परिचारक
2884	जागना
2885	टहल लो
2886	दीवार
2887	चाहते हैं
2888	युद्ध
2889	गरम
2890	चेतावनी देना
2891	चेतावनी
2892	धोना
2893	धुलाई
2894	बरबाद करना
2895	घड़ी
2896	पानी
2897	हिलाना
2898	मार्ग
2899	हम
2900	कमज़ोर
2901	कमज़ोरी
2902	संपत्ति
2903	धनवान
2904	हथियार
2905	घिसाव
2906	मौसम
2907	वेब
2908	वेबसाइट
2909	शादी
2910	बुधवार
2911	सप्ताह
2912	सप्ताहांत
2913	तौलना
2914	वजन
2915	स्वागत हे
2916	कुंआ
2917	पश्चिम
2918	वेस्टर्न
2919	गीला
2920	क्या
2921	जो भी हो
2922	चक्र
2923	जब
2924	जब भी
2925	कहाँ पे
2926	जबकि
2927	जहां कहीं भी
2928	या
2929	कौन सा
2930	जबकि
2931	फुसफुसाना
2932	सफेद
2933	कौन
2934	पूरे
2935	किसको
2936	किसका
2937	क्यों
2938	चौड़ा
2939	व्यापक रूप से
2940	बीवी
2941	जंगली
2942	वन्यजीव
2943	मर्जी
2944	इच्छुक
2945	जीत
2946	हवा1
2947	air2
2948	खिड़की
2949	शराब
2950	विंग
2951	विजेता
2952	सर्दी
2953	तार
2954	ढंग
2955	तमन्ना
2956	साथ
2957	अंदर
2958	बिना
2959	गवाह
2960	महिला
2961	आश्चर्य
2962	प्रशंसनीय
2963	लकड़ी
2964	लकड़ी का
2965	ऊन
2966	शब्द
2967	काम
2968	मज़दूर
2969	कार्यरत
2970	दुनिया
2971	दुनिया भर
2972	चिंतित
2973	चिंता
2974	और भी बुरा
2975	सबसे खराब
2976	कीमत
2977	चाहेंगे
2978	घाव
2979	बहुत खूब
2980	लपेटना
2981	लिखना
2982	लेखक
2983	लिख रहे हैं
2984	लिखा हुआ
2985	गलत
2986	यार्ड
2987	हां
2988	साल
2989	पीला
2990	हां
2991	कल
2992	अभी तक
2993	तुम
2994	युवा
2995	आपका
2996	आपका अपना
2997	स्वयं
2998	युवा
2999	शून्य
3000	क्षेत्र
